transaction_id,amount,location,device_new,hour,velocity,account_age_days,is_fraud
TXN0562,14377,Madurai,0,20,3,861,False
TXN0563,7698,Chennai,0,22,1,1874,False
TXN0564,3287,Chennai,0,19,3,946,False
TXN0565,2570,Salem,0,13,3,938,False
TXN0566,143035,Bangalore,1,1,6,67,True
TXN0567,2997,Madurai,0,8,1,1025,False
TXN0568,12773,Chennai,0,12,4,1708,False
TXN0569,86847,Hyderabad,1,3,11,59,True
TXN0570,718,Madurai,0,18,1,1926,False
TXN0571,8800,Coimbatore,0,7,1,1383,False
TXN0572,14468,Salem,0,16,2,310,False
TXN0573,5115,Madurai,0,9,1,710,False
TXN0574,8624,Salem,0,20,2,801,False
TXN0575,3187,Coimbatore,0,19,1,567,False
TXN0576,2249,Madurai,0,7,2,352,False
TXN0577,13078,Chennai,0,19,3,1679,False
TXN0578,885,Chennai,0,7,1,1512,False
TXN0579,6330,Coimbatore,0,15,4,1537,False
TXN0580,11335,Chennai,0,16,4,1455,False
TXN0581,4523,Chennai,0,20,1,1147,False
TXN0582,12957,Coimbatore,0,22,2,1347,False
TXN0583,13723,Coimbatore,0,18,4,704,False
TXN0584,95058,Mumbai,1,1,12,47,True
TXN0585,118032,Hyderabad,1,0,6,78,True
TXN0586,41807,Delhi,1,4,6,97,True
TXN0587,10656,Salem,0,21,3,640,False
TXN0588,136584,Bangalore,1,1,5,42,True
TXN0589,5223,Chennai,1,10,1,1843,False
TXN0590,48139,Hyderabad,1,1,10,50,True
TXN0591,4495,Chennai,0,18,3,474,False
TXN0592,7579,Salem,0,19,4,1738,False
TXN0593,13156,Chennai,0,10,2,1525,False
TXN0594,13933,Salem,0,10,4,1966,False
TXN0595,11214,Madurai,1,12,4,1695,False
TXN0596,14232,Salem,0,22,4,331,False
TXN0597,1137,Coimbatore,0,17,1,1542,False
TXN0598,11074,Coimbatore,0,10,4,1455,False
TXN0599,10974,Coimbatore,1,11,1,123,False
TXN0600,7788,Salem,1,12,1,1638,False
TXN0601,5521,Salem,0,8,2,1227,False
TXN0602,3950,Salem,0,21,4,1740,False
TXN0603,95333,Hyderabad,1,3,10,20,True
TXN0604,391,Chennai,0,19,4,173,False
TXN0605,13072,Madurai,0,13,4,798,False
TXN0606,13478,Salem,0,21,3,1247,False
TXN0607,6052,Coimbatore,1,10,1,1655,False
TXN0608,76548,Bangalore,1,2,13,71,True
TXN0609,850,Salem,0,22,2,1783,False
TXN0610,110065,Hyderabad,1,1,8,20,True
TXN0611,13609,Salem,0,17,1,1650,False
TXN0612,113000,Hyderabad,1,4,6,62,True
TXN0613,8360,Chennai,0,22,1,1186,False
TXN0614,7191,Coimbatore,1,12,2,1596,False
TXN0615,116182,Hyderabad,1,4,14,46,True
TXN0616,10077,Madurai,0,15,4,802,False
TXN0617,2285,Madurai,0,20,3,1826,False
TXN0618,9169,Madurai,0,13,2,1378,False
TXN0619,11116,Chennai,0,12,3,1554,False
TXN0620,9312,Salem,1,20,3,1897,False
TXN0621,8664,Chennai,0,7,4,397,False
TXN0622,3375,Madurai,0,12,3,1499,False
TXN0623,38130,Delhi,1,2,8,74,True
TXN0624,7515,Madurai,0,14,4,586,False
TXN0625,869,Madurai,1,19,4,1714,False
TXN0626,981,Salem,0,15,2,1370,False
TXN0627,10483,Salem,0,13,2,702,False
TXN0628,119477,Delhi,1,0,7,27,True
TXN0629,7120,Madurai,0,15,2,429,False
TXN0630,91122,Bangalore,1,1,5,24,True
TXN0631,12775,Madurai,0,22,3,249,False
TXN0632,3112,Salem,0,12,4,1212,False
TXN0633,58992,Bangalore,1,1,15,47,True
TXN0634,3679,Madurai,1,7,1,1469,False
TXN0635,14919,Chennai,0,8,3,881,False
TXN0636,8951,Salem,0,7,3,1153,False
TXN0637,4956,Coimbatore,0,17,1,296,False
TXN0638,12770,Coimbatore,0,9,2,1472,False
TXN0639,7050,Chennai,0,13,4,1424,False
TXN0640,2619,Chennai,0,21,3,177,False
TXN0641,53329,Mumbai,1,2,13,14,True
TXN0642,6778,Madurai,1,21,4,986,False
TXN0643,118250,Delhi,1,0,13,5,True
TXN0644,9694,Chennai,0,9,3,2000,False
TXN0645,11337,Salem,0,9,3,1667,False
TXN0646,13569,Coimbatore,0,22,2,1192,False
TXN0647,81248,Mumbai,1,4,9,86,True
TXN0648,14632,Chennai,0,7,2,352,False
TXN0649,108204,Delhi,1,3,13,75,True
TXN0650,12360,Coimbatore,0,13,4,1954,False
TXN0651,58939,Delhi,1,4,9,29,True
TXN0652,134813,Hyderabad,1,4,5,75,True
TXN0653,1298,Coimbatore,0,9,3,301,False
TXN0654,8082,Coimbatore,0,18,2,1474,False
TXN0655,111201,Hyderabad,1,0,8,45,True
TXN0656,10198,Madurai,0,11,3,1754,False
TXN0657,2862,Coimbatore,0,17,2,1709,False
TXN0658,10599,Madurai,1,15,3,375,False
TXN0659,7683,Chennai,1,18,3,1097,False
TXN0660,109511,Mumbai,1,0,9,22,True
TXN0661,14621,Chennai,0,9,1,1839,False
TXN0662,9584,Madurai,1,13,1,1229,False
TXN0663,8942,Coimbatore,1,11,3,903,False
TXN0664,9760,Chennai,0,11,4,1126,False
TXN0665,8327,Coimbatore,0,14,2,1650,False
TXN0666,3035,Coimbatore,0,22,3,182,False
TXN0667,3896,Chennai,0,15,3,579,False
TXN0668,8585,Salem,0,19,4,1979,False
TXN0669,753,Madurai,0,10,3,1809,False
TXN0670,9441,Chennai,0,19,4,848,False
TXN0671,6265,Madurai,0,19,3,1773,False
TXN0672,7998,Coimbatore,0,11,4,439,False
TXN0673,114341,Mumbai,1,2,8,24,True
TXN0674,108908,Hyderabad,1,0,15,34,True
TXN0675,11900,Coimbatore,0,22,4,1081,False
TXN0676,10704,Coimbatore,1,7,2,188,False
TXN0677,2739,Coimbatore,0,8,2,214,False
TXN0678,3049,Coimbatore,1,7,3,275,False
TXN0679,7823,Salem,1,12,2,1800,False
TXN0680,13118,Madurai,0,15,2,1583,False
TXN0681,9873,Coimbatore,0,14,4,889,False
TXN0682,56522,Hyderabad,1,4,13,92,True
TXN0683,10020,Chennai,0,12,4,1946,False
TXN0684,8806,Coimbatore,0,9,4,1450,False
TXN0685,8935,Chennai,0,20,4,858,False
TXN0686,7128,Chennai,0,22,4,817,False
TXN0687,4270,Salem,1,14,1,680,False
TXN0688,189,Coimbatore,0,10,1,868,False
TXN0689,5275,Salem,1,18,1,416,False
TXN0690,4255,Madurai,0,20,3,1353,False
TXN0691,6611,Madurai,0,20,4,466,False
TXN0692,8025,Salem,0,16,3,1685,False
TXN0693,14108,Coimbatore,0,14,4,1703,False
TXN0694,96629,Delhi,1,3,10,75,True
TXN0695,113345,Hyderabad,1,0,6,23,True
TXN0696,7233,Madurai,0,9,3,554,False
TXN0697,34948,Bangalore,1,3,11,83,True
TXN0698,9888,Chennai,0,12,4,999,False
TXN0699,10862,Coimbatore,0,13,1,1705,False
TXN0700,11143,Chennai,0,18,2,1441,False
TXN0701,1522,Salem,0,19,3,1471,False
TXN0702,3381,Madurai,0,9,1,1225,False
TXN0703,9260,Coimbatore,0,18,3,563,False
TXN0704,6718,Chennai,0,15,2,933,False
TXN0705,8343,Madurai,0,17,1,1744,False
TXN0706,13422,Salem,0,21,4,1253,False
TXN0707,12510,Chennai,0,21,4,1936,False
TXN0708,4324,Coimbatore,0,19,2,1486,False
TXN0709,6857,Madurai,0,7,3,608,False
TXN0710,118302,Mumbai,1,2,6,75,True
TXN0711,5892,Coimbatore,0,15,2,1628,False
TXN0712,3371,Coimbatore,0,14,3,523,False
TXN0713,4191,Chennai,0,11,1,345,False
TXN0714,10969,Salem,1,7,1,1836,False
TXN0715,5267,Madurai,1,15,4,474,False
TXN0716,12390,Chennai,0,8,4,1079,False
TXN0717,6550,Salem,0,21,1,1530,False
TXN0718,237,Chennai,0,13,4,1289,False
TXN0719,10139,Madurai,0,12,3,585,False
TXN0720,10144,Salem,0,18,2,1121,False
TXN0721,11580,Salem,0,18,4,672,False
TXN0722,47188,Delhi,1,4,15,34,True
TXN0723,13274,Coimbatore,0,20,4,501,False
TXN0724,12200,Salem,0,22,1,461,False
TXN0725,14735,Chennai,0,22,3,613,False
TXN0726,11413,Madurai,0,8,2,1766,False
TXN0727,10419,Madurai,0,21,3,632,False
TXN0728,9233,Chennai,0,18,1,943,False
TXN0729,11234,Madurai,0,12,3,827,False
TXN0730,8087,Madurai,1,9,4,1356,False
TXN0731,2473,Salem,0,17,4,1392,False
TXN0732,1268,Madurai,0,12,3,567,False
TXN0733,4873,Salem,0,19,3,1917,False
TXN0734,6050,Chennai,1,20,2,476,False
TXN0735,60753,Mumbai,1,2,6,31,True
TXN0736,1665,Salem,0,22,1,153,False
TXN0737,1463,Salem,0,15,2,272,False
TXN0738,4153,Coimbatore,0,21,2,368,False
TXN0739,116972,Hyderabad,1,2,10,65,True
TXN0740,8956,Coimbatore,0,21,2,1528,False
TXN0741,7580,Coimbatore,1,16,3,1086,False
TXN0742,7339,Coimbatore,0,18,4,632,False
TXN0743,101,Chennai,0,18,3,1060,False
TXN0744,8159,Salem,1,16,1,1668,False
TXN0745,9881,Salem,0,7,3,486,False
TXN0746,7261,Salem,1,14,2,1564,False
TXN0747,3714,Coimbatore,0,9,4,1380,False
TXN0748,13206,Coimbatore,0,16,3,945,False
TXN0749,3088,Salem,0,16,1,1404,False
TXN0750,4558,Coimbatore,1,13,3,139,False
TXN0751,100119,Bangalore,1,0,7,18,True
TXN0752,11817,Coimbatore,1,7,2,284,False
TXN0753,58467,Hyderabad,1,2,11,44,True
TXN0754,7697,Coimbatore,0,17,1,1827,False
TXN0755,131666,Hyderabad,1,3,6,74,True
TXN0756,147401,Delhi,1,2,11,6,True
TXN0757,11809,Chennai,0,19,4,606,False
TXN0758,126380,Mumbai,1,0,13,90,True
TXN0759,11264,Chennai,0,17,2,1388,False
TXN0760,9104,Madurai,0,15,4,1407,False
TXN0761,146328,Delhi,1,0,15,32,True
TXN0762,7213,Madurai,0,7,2,1726,False
TXN0763,6584,Salem,0,7,1,1290,False
TXN0764,2639,Salem,0,9,2,422,False
TXN0765,111087,Delhi,1,2,15,12,True
TXN0766,2621,Madurai,0,11,4,576,False
TXN0767,13019,Salem,0,21,2,143,False
TXN0768,2307,Salem,0,8,4,1547,False
TXN0769,8992,Madurai,1,13,2,1213,False
TXN0770,7774,Coimbatore,0,12,1,1187,False
TXN0771,13525,Salem,0,18,4,101,False
TXN0772,14565,Chennai,0,18,2,756,False
TXN0773,8930,Coimbatore,1,13,4,1668,False
TXN0774,5385,Chennai,1,17,1,297,False
TXN0775,47009,Delhi,1,1,5,30,True
TXN0776,1717,Madurai,0,19,4,1176,False
TXN0777,58930,Mumbai,1,4,6,6,True
TXN0778,14677,Salem,0,21,1,839,False
TXN0779,13112,Chennai,0,15,1,1603,False
TXN0780,1376,Coimbatore,0,10,1,1585,False
TXN0781,3204,Salem,0,14,2,1243,False
TXN0782,12654,Chennai,0,21,4,1908,False
TXN0783,53644,Bangalore,1,4,11,69,True
TXN0784,8847,Madurai,1,18,3,1226,False
TXN0785,6855,Coimbatore,1,17,2,1253,False
TXN0786,9115,Salem,0,18,4,1016,False
TXN0787,34543,Mumbai,1,2,14,7,True
TXN0788,5045,Madurai,0,16,2,539,False
TXN0789,137733,Mumbai,1,2,13,70,True
TXN0790,90341,Bangalore,1,2,7,22,True
TXN0791,9638,Madurai,0,14,3,1761,False
TXN0792,82402,Delhi,1,4,8,98,True
TXN0793,13090,Chennai,1,12,4,1791,False
TXN0794,5021,Chennai,0,19,1,1697,False
TXN0795,5578,Chennai,0,20,4,1877,False
TXN0796,3814,Chennai,0,19,1,724,False
TXN0797,9355,Chennai,0,17,2,413,False
TXN0798,6536,Madurai,1,9,2,984,False
TXN0799,2525,Chennai,0,17,1,1074,False
TXN0800,4401,Coimbatore,0,19,4,1684,False
TXN0801,7979,Coimbatore,0,22,4,1435,False
TXN0802,12153,Salem,0,14,1,645,False
TXN0803,9537,Madurai,0,10,4,967,False
TXN0804,5354,Madurai,0,7,3,446,False
TXN0805,13253,Coimbatore,1,11,4,191,False
TXN0806,78997,Delhi,1,1,6,19,True
TXN0807,10274,Chennai,0,16,1,803,False
TXN0808,7819,Coimbatore,0,17,2,1615,False
TXN0809,8673,Chennai,0,22,2,1523,False
TXN0810,14944,Madurai,0,15,2,223,False
TXN0811,11511,Chennai,0,8,4,1440,False
TXN0812,116556,Bangalore,1,2,15,89,True
TXN0813,412,Chennai,0,19,2,879,False
TXN0814,8040,Salem,0,12,2,1125,False
TXN0815,11773,Madurai,0,8,2,1988,False
TXN0816,6545,Madurai,0,7,3,1501,False
TXN0817,5053,Madurai,0,15,1,1381,False
TXN0818,14688,Madurai,0,15,2,410,False
TXN0819,10863,Coimbatore,0,9,4,1166,False
TXN0820,9486,Madurai,0,20,3,1963,False
TXN0821,2258,Coimbatore,0,11,2,1866,False
TXN0822,11652,Coimbatore,0,20,2,1443,False
TXN0823,9231,Coimbatore,0,12,3,1819,False
TXN0824,12640,Salem,0,20,4,721,False
TXN0825,13562,Coimbatore,0,11,2,318,False
TXN0826,129935,Mumbai,1,4,14,39,True
TXN0827,3883,Salem,0,18,1,1509,False
TXN0828,140905,Bangalore,1,4,12,96,True
TXN0829,80785,Mumbai,1,3,12,22,True
TXN0830,34224,Hyderabad,1,3,5,39,True
TXN0831,11099,Salem,0,13,1,462,False
TXN0832,8127,Salem,0,21,2,975,False
TXN0833,10060,Chennai,1,17,4,1352,False
TXN0834,7499,Salem,1,8,2,1162,False
TXN0835,743,Salem,1,8,2,696,False
TXN0836,5089,Madurai,0,21,2,965,False
TXN0837,993,Chennai,0,21,4,285,False
TXN0838,106735,Hyderabad,1,4,7,55,True
TXN0839,508,Salem,0,21,2,1907,False
TXN0840,72477,Delhi,1,1,6,16,True
TXN0841,10488,Coimbatore,0,9,4,1588,False
TXN0842,6335,Coimbatore,0,12,3,1258,False
TXN0843,48953,Bangalore,1,1,5,58,True
TXN0844,12693,Coimbatore,1,16,2,340,False
TXN0845,157,Salem,0,7,4,1119,False
TXN0846,194,Salem,1,14,2,1305,False
TXN0847,7339,Madurai,0,7,2,1906,False
TXN0848,9234,Chennai,0,8,2,403,False
TXN0849,701,Chennai,0,8,3,778,False
TXN0850,84651,Bangalore,1,1,7,91,True
TXN0851,11429,Chennai,0,21,3,173,False
TXN0852,5389,Salem,0,19,1,1653,False
TXN0853,1163,Madurai,0,22,2,349,False
TXN0854,6879,Chennai,0,13,1,323,False
TXN0855,11382,Madurai,0,20,3,631,False
TXN0856,10164,Coimbatore,1,22,4,1754,False
TXN0857,3912,Chennai,0,13,1,342,False
TXN0858,13153,Chennai,0,13,4,947,False
TXN0859,9281,Madurai,0,7,2,1513,False
TXN0860,1211,Chennai,0,16,3,1670,False
TXN0861,73684,Delhi,1,2,11,97,True
TXN0862,3278,Salem,0,17,4,1976,False
TXN0863,10678,Salem,0,22,2,1384,False
TXN0864,8897,Chennai,0,21,4,2000,False
TXN0865,5004,Madurai,0,7,2,1282,False
TXN0866,14649,Chennai,0,9,2,674,False
TXN0867,6247,Chennai,0,19,2,1318,False
TXN0868,12413,Salem,0,17,1,656,False
TXN0869,144956,Bangalore,1,1,10,62,True
TXN0870,5053,Chennai,0,10,3,1707,False
TXN0871,1617,Coimbatore,1,7,4,1953,False
TXN0872,93369,Mumbai,1,4,9,46,True
TXN0873,1709,Salem,0,13,1,1040,False
TXN0874,8658,Chennai,0,7,3,190,False
TXN0875,14668,Madurai,0,10,3,146,False
TXN0876,3538,Madurai,0,13,2,686,False
TXN0877,12761,Coimbatore,1,10,3,405,False
TXN0878,349,Madurai,0,13,3,1225,False
TXN0879,11640,Madurai,0,14,2,245,False
TXN0880,5649,Salem,1,8,2,159,False
TXN0881,926,Salem,0,19,1,276,False
TXN0882,11645,Coimbatore,1,18,3,780,False
TXN0883,11091,Salem,0,21,2,290,False
TXN0884,70683,Mumbai,1,3,12,34,True
TXN0885,147401,Hyderabad,1,4,9,51,True
TXN0886,117186,Hyderabad,1,2,10,63,True
TXN0887,92303,Hyderabad,1,0,10,66,True
TXN0888,4724,Chennai,0,11,1,930,False
TXN0889,10740,Salem,0,16,4,920,False
TXN0890,4092,Madurai,0,22,4,235,False
TXN0891,11471,Coimbatore,1,20,3,1215,False
TXN0892,117766,Delhi,1,0,14,67,True
TXN0893,7684,Madurai,0,10,4,460,False
TXN0894,1240,Chennai,0,19,3,1112,False
TXN0895,137090,Delhi,1,1,14,86,True
TXN0896,10927,Salem,0,21,3,898,False
TXN0897,119327,Bangalore,1,2,9,77,True
TXN0898,7222,Salem,0,9,1,1352,False
TXN0899,14067,Chennai,0,8,3,1945,False
TXN0900,103404,Delhi,1,2,6,41,True
TXN0901,11605,Salem,1,17,4,931,False
TXN0902,3560,Salem,0,22,2,485,False
TXN0903,6002,Coimbatore,1,11,3,1887,False
TXN0904,39403,Hyderabad,1,0,7,97,True
TXN0905,2324,Salem,0,11,4,1861,False
TXN0906,11493,Salem,1,12,4,1143,False
TXN0907,7473,Salem,1,18,2,480,False
TXN0908,9568,Madurai,1,14,3,941,False
TXN0909,34963,Bangalore,1,4,12,95,True
TXN0910,93115,Bangalore,1,0,7,98,True
TXN0911,1381,Chennai,0,14,4,1391,False
TXN0912,8934,Chennai,0,8,3,1195,False
TXN0913,8499,Madurai,1,17,4,822,False
TXN0914,678,Salem,0,15,1,1388,False
TXN0915,9485,Salem,0,16,1,687,False
TXN0916,96269,Mumbai,1,0,9,37,True
TXN0917,4609,Coimbatore,0,7,1,1336,False
TXN0918,12207,Coimbatore,0,21,3,1754,False
TXN0919,11581,Chennai,0,22,2,1737,False
TXN0920,1482,Salem,0,11,4,1641,False
TXN0921,3998,Madurai,1,12,2,1283,False
TXN0922,64654,Hyderabad,1,0,5,26,True
TXN0923,5037,Salem,1,14,4,1499,False
TXN0924,2478,Salem,1,7,3,1998,False
TXN0925,5272,Salem,0,10,3,1829,False
TXN0926,10783,Chennai,0,17,3,646,False
TXN0927,9671,Coimbatore,1,21,2,1603,False
TXN0928,11203,Chennai,0,17,1,1477,False
TXN0929,295,Salem,1,10,1,1503,False
TXN0930,11982,Chennai,0,15,2,169,False
TXN0931,1031,Coimbatore,0,10,1,276,False
TXN0932,12615,Madurai,0,10,2,618,False
TXN0933,1340,Madurai,1,15,4,1517,False
TXN0934,12891,Salem,0,15,1,883,False
TXN0935,1084,Chennai,0,15,2,1002,False
TXN0936,3387,Coimbatore,1,12,4,322,False
TXN0937,7165,Madurai,0,10,4,1565,False
TXN0938,39557,Bangalore,1,0,14,98,True
TXN0939,407,Salem,1,11,1,177,False
TXN0940,11569,Salem,0,19,1,1155,False
TXN0941,6717,Salem,0,14,1,887,False
TXN0942,100163,Bangalore,1,2,10,92,True
TXN0943,10459,Salem,0,18,3,264,False
TXN0944,4850,Coimbatore,0,12,1,886,False
TXN0945,6491,Salem,0,18,4,273,False
TXN0946,2392,Coimbatore,0,13,1,1574,False
TXN0947,1132,Chennai,0,22,4,133,False
TXN0948,5633,Salem,0,19,1,533,False
TXN0949,14357,Coimbatore,0,14,1,175,False
TXN0950,412,Coimbatore,1,8,2,1536,False
TXN0951,112924,Hyderabad,1,0,9,17,True
TXN0952,13786,Coimbatore,0,10,1,1118,False
TXN0953,56560,Hyderabad,1,3,10,99,True
TXN0954,11308,Chennai,0,17,2,1665,False
TXN0955,5596,Salem,0,10,3,389,False
TXN0956,78487,Mumbai,1,4,7,61,True
TXN0957,766,Coimbatore,0,10,4,1692,False
TXN0958,93827,Mumbai,1,0,5,5,True
TXN0959,11679,Coimbatore,0,20,4,1517,False
TXN0960,10582,Coimbatore,0,21,4,589,False
TXN0961,716,Madurai,0,22,1,1384,False
TXN0962,174,Chennai,0,13,1,1185,False
TXN0963,14234,Chennai,0,21,2,666,False
TXN0964,134413,Hyderabad,1,1,15,65,True
TXN0965,117836,Bangalore,1,0,5,87,True
TXN0966,7221,Chennai,0,17,4,188,False
TXN0967,8904,Chennai,0,12,1,1093,False
TXN0968,60841,Bangalore,1,3,14,79,True
TXN0969,12340,Coimbatore,0,14,1,767,False
TXN0970,126698,Mumbai,1,3,8,53,True
TXN0971,106689,Mumbai,1,3,5,60,True
TXN0972,10084,Coimbatore,1,12,4,864,False
TXN0973,3281,Coimbatore,0,15,2,787,False
TXN0974,104536,Delhi,1,0,9,22,True
TXN0975,7613,Madurai,1,12,3,550,False
TXN0976,13035,Salem,0,14,1,943,False
TXN0977,3646,Salem,1,21,3,129,False
TXN0978,4141,Coimbatore,0,17,4,1286,False
TXN0979,9795,Chennai,0,7,4,190,False
TXN0980,12117,Chennai,0,20,4,1081,False
TXN0981,4040,Coimbatore,0,7,4,546,False
TXN0982,4016,Madurai,0,7,4,1470,False
TXN0983,90199,Hyderabad,1,4,14,8,True
TXN0984,2371,Salem,1,12,3,1383,False
TXN0985,122,Chennai,0,19,3,1187,False
TXN0986,12435,Madurai,0,13,1,1370,False
TXN0987,998,Madurai,0,8,1,884,False
TXN0988,769,Chennai,0,18,2,1427,False
TXN0989,12774,Chennai,0,11,3,588,False
TXN0990,12181,Madurai,0,14,3,822,False
TXN0991,7029,Madurai,0,8,1,863,False
TXN0992,8315,Madurai,0,22,3,1025,False
TXN0993,11457,Chennai,0,13,4,278,False
TXN0994,3029,Madurai,0,9,1,437,False
TXN0995,49392,Delhi,1,3,7,31,True
TXN0996,11280,Salem,0,22,3,960,False
TXN0997,451,Coimbatore,0,13,1,145,False
TXN0998,8613,Madurai,0,20,3,1442,False
TXN0999,11009,Coimbatore,1,21,3,1261,False
TXN1000,5121,Madurai,0,15,2,1091,False
